0 -0.763745 0.00598954
1 -0.767351 0.00457248
2 -0.771554 0.0049703
3 -0.772046 0.00543812
4 -0.776223 0.00384004
5 -0.779876 0.00390352
6 -0.776517 0.0046874
7 -0.781297 0.00521311
8 -0.778398 0.00584722
9 -0.78233 0.00553038
10 -0.779812 0.00588134
11 -0.780769 0.00551673
12 -0.775907 0.00535017
13 -0.773892 0.0062456
14 -0.778417 0.00650258
15 -0.778066 0.00605918
16 -0.77779 0.0062133
17 -0.781237 0.00653096
18 -0.781222 0.0054225
19 -0.782711 0.00526417
20 -0.781357 0.00484082
21 -0.781433 0.00481608
22 -0.783378 0.00491273
23 -0.784965 0.00466997
24 -0.783787 0.00429605
25 -0.78565 0.00534361
26 -0.78495 0.00448921
27 -0.782762 0.00430684
28 -0.781419 0.00386862
29 -0.781042 0.00406511
30 -0.781604 0.00394787
31 -0.778414 0.00380245
32 -0.782106 0.00427849
33 -0.781805 0.00457014
34 -0.780625 0.00521515
35 -0.780242 0.00423274
36 -0.781309 0.00288047
37 -0.77961 0.00236843
38 -0.78156 0.00266294
39 -0.782187 0.00367122
40 -0.782172 0.00476441
41 -0.778863 0.00517912
42 -0.779897 0.00456997
43 -0.780657 0.00460194
44 -0.780607 0.00462321
45 -0.775705 0.00416103
46 -0.777822 0.00426287
47 -0.780484 0.00502173
48 -0.779201 0.00466451
49 -0.781015 0.00504447
50 -0.779764 0.00499681
51 -0.783212 0.00468394
52 -0.78495 0.00376739
53 -0.784056 0.00395671
54 -0.786588 0.00385961
55 -0.785963 0.00374983
56 -0.784641 0.00420966
57 -0.783088 0.00396993
58 -0.784129 0.00356459
59 -0.783825 0.00399609
60 -0.784876 0.00349254
61 -0.789069 0.00425167
62 -0.786956 0.004152
63 -0.788518 0.00364949
64 -0.783959 0.00366755
65 -0.78515 0.00303374
66 -0.784583 0.00344288
67 -0.78197 0.00307438
68 -0.782363 0.00266509
69 -0.781713 0.00270965
70 -0.782818 0.00238626
71 -0.781379 0.00245098
72 -0.78133 0.00240264
73 -0.779557 0.00241164
74 -0.780059 0.00247207
75 -0.78011 0.0027866
76 -0.779754 0.00319345
77 -0.780136 0.00374907
78 -0.782372 0.00405749
79 -0.777603 0.00453112
80 -0.774121 0.00440507
81 -0.775149 0.00392966
82 -0.778613 0.0036688
83 -0.782022 0.00438856
84 -0.779687 0.00338009
85 -0.782613 0.00303139
86 -0.780389 0.00350226
87 -0.779849 0.00328206
88 -0.77625 0.00313028
89 -0.773651 0.00340779
90 -0.778625 0.00300993
91 -0.777329 0.00286759
92 -0.777054 0.00312823
93 -0.778791 0.00249537
94 -0.779371 0.00335605
95 -0.777683 0.00327715
96 -0.7787 0.00331883
97 -0.777004 0.00295175
98 -0.775774 0.00343767
99 -0.776599 0.00312436
100 -0.781276 0.00303479
101 -0.781075 0.00400666
102 -0.780051 0.00377137
103 -0.77694 0.00305118
104 -0.77873 0.00353043
105 -0.780125 0.00330223
106 -0.77877 0.00264662
107 -0.776417 0.00344666
108 -0.777037 0.00428785
109 -0.78139 0.00345464
110 -0.779087 0.00387965
