3.06279 0
3.10818 0.0453961
3.10156 0.0270323
3.09493 0.020233
3.0938 0.0157131
3.09803 0.0135075
3.09856 0.0114282
3.11175 0.0164928
3.10989 0.0146636
3.10518 0.0139357
3.10601 0.0126325
3.10541 0.0115473
3.10322 0.0108457
3.09729 0.0116602
3.10158 0.0116699
3.10545 0.0115831
3.10834 0.0112576
3.1123 0.011329
3.11144 0.0107506
3.11256 0.01026
3.11086 0.00990569
3.11209 0.00952343
3.10917 0.00955509
3.11425 0.0104626
3.11582 0.0101579
3.11595 0.00976028
3.11842 0.00971163
3.11793 0.00937133
3.11865 0.00907081
3.11879 0.00876447
3.12255 0.00927147
3.12309 0.00899308
3.1241 0.00877515
3.1243 0.00851547
3.1233 0.00832891
3.12241 0.00814324
3.12355 0.0080016
3.12376 0.00779125
3.1238 0.00758892
3.12439 0.00742071
3.12515 0.00727729
3.12631 0.00719496
3.12762 0.00714695
3.12672 0.0070395
3.12781 0.00696652
3.12735 0.00682904
3.12933 0.00697057
3.12876 0.00684798
3.12801 0.00674826
3.12844 0.00662601
3.12919 0.00653766
3.12953 0.00641947
3.12946 0.00629754
3.12932 0.00618133
3.12921 0.00606897
3.13 0.0060121
3.13047 0.00592404
3.13137 0.00589022
3.13085 0.0058127
3.1296 0.00584873
3.13116 0.00595985
3.13209 0.00593611
3.13299 0.00591001
3.13459 0.00603217
3.13491 0.00594741
3.13401 0.00592646
3.13374 0.00584336
3.13399 0.00576212
3.13373 0.00568383
3.1338 0.0056025
3.13414 0.00553315
3.13484 0.0055008
3.13656 0.00569154
3.13558 0.00569973
3.13566 0.00562381
3.13679 0.00566349
3.1371 0.00559797
3.13776 0.00556531
3.13734 0.0055104
3.13676 0.00547158
3.13681 0.00540383
3.13767 0.00540607
3.13832 0.00538025
3.13819 0.00531754
3.13765 0.00528245
3.13783 0.00522395
3.13813 0.00517202
3.1375 0.00515168
3.13743 0.00509386
3.13893 0.00525497
3.13915 0.00520138
3.13947 0.00515446
3.13962 0.00510099
3.13925 0.00506015
3.13784 0.00520018
3.13867 0.0052122
3.138 0.00520099
3.13874 0.00520019
3.13862 0.00514877
3.13859 0.00509711
