          0.0982632          0.079323          0.0635013          0.0451571          0.0343084          0.0181874          0.00568372          -0.00802601          -0.0190177          -0.0321505          -0.0430913          -0.0538281          -0.068049          -0.0763806          -0.0899433          -0.101054          -0.107157          -0.119774          -0.127217          -0.139617          -0.148933          -0.155658          -0.166303          -0.175038          -0.181371          -0.191529          -0.199185          -0.206335          -0.213968          -0.219059          -0.22728          -0.233087          -0.237446          -0.241562          -0.24505          -0.253709          -0.254621          -0.25584          -0.260107          -0.262031          -0.264271          -0.265773          -0.265993          -0.266355          -0.265507          -0.266307          -0.262087          -0.260378          -0.256818          -0.253571
          0.0778394          0.0571314          0.0417951          0.0272085          0.0131565          -0.00458833          -0.0166891          -0.0267835          -0.0367661          -0.0498105          -0.0620865          -0.0709327          -0.0823217          -0.0935049          -0.106448          -0.112682          -0.125269          -0.133954          -0.141995          -0.1521          -0.159937          -0.168449          -0.18035          -0.18599          -0.192826          -0.2011          -0.206927          -0.215451          -0.221339          -0.227856          -0.232134          -0.236565          -0.242194          -0.246338          -0.251746          -0.254772          -0.259611          -0.262392          -0.264629          -0.266785          -0.264659          -0.265323          -0.265874          -0.265925          -0.268281          -0.265405          -0.259275          -0.260562          -0.257241          -0.252777
          0.0590655          0.0394768          0.0237416          0.00522394          -0.00512423          -0.0216485          -0.0356402          -0.0498108          -0.0580979          -0.068286          -0.0793801          -0.0913684          -0.0987958          -0.112045          -0.12165          -0.13178          -0.136575          -0.14955          -0.155968          -0.16502          -0.172834          -0.180716          -0.189571          -0.195036          -0.203168          -0.212053          -0.21763          -0.222404          -0.228482          -0.235512          -0.239186          -0.243509          -0.249337          -0.253044          -0.258006          -0.261364          -0.262572          -0.265914          -0.266935          -0.268725          -0.268649          -0.26835          -0.267208          -0.269122          -0.26604          -0.266724          -0.260237          -0.259977          -0.253384          -0.251548
          0.0378616          0.0209548          0.00601544          -0.0154829          -0.0257744          -0.039181          -0.0512418          -0.0644613          -0.0771107          -0.0873922          -0.0957791          -0.109037          -0.116742          -0.126021          -0.137764          -0.144738          -0.151587          -0.161283          -0.168717          -0.177359          -0.187218          -0.190976          -0.202879          -0.206695          -0.213537          -0.219922          -0.225115          -0.232068          -0.237166          -0.243289          -0.247493          -0.249818          -0.255042          -0.260753          -0.262856          -0.265442          -0.268602          -0.268708          -0.271893          -0.272494          -0.272527          -0.274683          -0.272651          -0.268369          -0.266679          -0.262387          -0.263364          -0.261289          -0.256528          -0.247804
          0.0243382          0.0033477          -0.0153512          -0.0293584          -0.0451026          -0.0597922          -0.0698171          -0.0830271          -0.0949223          -0.105831          -0.113106          -0.123778          -0.133566          -0.14203          -0.151954          -0.160273          -0.169066          -0.176631          -0.181874          -0.189695          -0.198076          -0.204504          -0.211192          -0.218394          -0.225561          -0.229377          -0.237146          -0.24014          -0.246115          -0.250037          -0.254019          -0.257574          -0.260642          -0.266121          -0.268797          -0.271803          -0.272011          -0.27327          -0.273551          -0.275577          -0.274379          -0.274126          -0.275076          -0.270816          -0.265649          -0.264624          -0.26484          -0.258418          -0.257677          -0.250531
          0.00705442          -0.0122664          -0.0319007          -0.0476216          -0.0657676          -0.0784172          -0.0900757          -0.101345          -0.113223          -0.122966          -0.13188          -0.141495          -0.149572          -0.160063          -0.166777          -0.174554          -0.181297          -0.18908          -0.198152          -0.20354          -0.2094          -0.21618          -0.222173          -0.226943          -0.232945          -0.239155          -0.24482          -0.250072          -0.25184          -0.257753          -0.260109          -0.264328          -0.26614          -0.270638          -0.271906          -0.273118          -0.276655          -0.275341          -0.276996          -0.277598          -0.27734          -0.278063          -0.274188          -0.272376          -0.270792          -0.269129          -0.260309          -0.25668          -0.251123          -0.245354
          -0.00631133          -0.0286935          -0.0476078          -0.0658971          -0.0816707          -0.0929939          -0.108336          -0.118667          -0.129891          -0.140366          -0.14993          -0.155773          -0.165892          -0.173486          -0.183228          -0.190072          -0.19664          -0.203181          -0.210524          -0.216707          -0.223651          -0.228442          -0.233099          -0.242688          -0.243647          -0.247929          -0.254497          -0.25815          -0.261505          -0.267127          -0.267371          -0.271428          -0.274637          -0.275384          -0.278767          -0.279977          -0.278775          -0.281619          -0.279464          -0.278238          -0.280468          -0.2769          -0.275946          -0.273271          -0.271302          -0.267826          -0.261633          -0.257362          -0.251138          -0.244094
          -0.0231011          -0.0436661          -0.0656959          -0.0834334          -0.0978824          -0.114055          -0.124824          -0.134644          -0.144403          -0.157379          -0.166724          -0.173373          -0.180782          -0.189901          -0.197053          -0.204485          -0.2108          -0.216456          -0.223099          -0.229632          -0.235426          -0.238402          -0.245024          -0.248029          -0.254628          -0.256958          -0.261287          -0.265629          -0.270582          -0.271305          -0.275418          -0.275343          -0.280117          -0.281682          -0.281966          -0.283466          -0.283661          -0.284835          -0.283315          -0.284962          -0.281556          -0.278357          -0.278454          -0.270892          -0.269819          -0.265897          -0.262002          -0.254508          -0.249992          -0.243127
          -0.0358494          -0.0598519          -0.0781098          -0.099231          -0.115076          -0.125374          -0.141757          -0.150559          -0.165199          -0.173118          -0.180989          -0.189819          -0.199485          -0.204893          -0.213072          -0.217803          -0.223074          -0.229749          -0.236143          -0.241384          -0.247313          -0.251049          -0.255731          -0.259639          -0.266105          -0.267256          -0.271635          -0.273458          -0.275226          -0.280155          -0.281801          -0.283295          -0.286769          -0.28681          -0.287603          -0.285487          -0.287322          -0.285581          -0.287776          -0.284877          -0.283395          -0.277582          -0.278812          -0.274419          -0.273048          -0.26718          -0.258175          -0.25191          -0.252988          -0.244535
          -0.0455731          -0.0707795          -0.0937001          -0.113415          -0.128846          -0.144125          -0.155616          -0.168694          -0.180412          -0.189962          -0.197706          -0.20601          -0.212646          -0.219161          -0.227415          -0.232186          -0.238516          -0.243605          -0.249141          -0.25197          -0.258724          -0.262187          -0.264753          -0.270377          -0.274581          -0.276285          -0.28003          -0.282889          -0.284672          -0.285934          -0.288257          -0.29028          -0.289963          -0.290623          -0.291157          -0.289871          -0.291678          -0.292828          -0.288697          -0.287521          -0.283796          -0.279286          -0.276454          -0.274574          -0.271846          -0.262667          -0.259213          -0.253087          -0.242613          -0.238467
