1.39774 0
1.39773 5.73743e-06
1.39773 7.52478e-06
1.39772 1.09173e-05
1.39771 1.45809e-05
1.3977 1.26065e-05
1.39769 1.55288e-05
1.39769 1.41567e-05
1.39768 1.371e-05
1.39768 1.28211e-05
1.39768 1.16298e-05
1.39768 1.09315e-05
1.39768 1.01222e-05
1.39768 9.38228e-06
1.39768 8.95309e-06
1.39768 8.55857e-06
1.39769 8.41638e-06
1.39769 8.73535e-06
1.39769 9.45079e-06
1.3977 9.30251e-06
-6.58512 0
-6.58379 0.00132899
-6.58364 0.000781836
-6.58298 0.000861476
-6.58276 0.000705391
-6.58266 0.000583559
-6.58257 0.000501513
-6.58269 0.00044974
-6.58269 0.000396712
-6.58256 0.000378809
-6.58259 0.000344121
-6.58254 0.000318735
-6.5826 0.000298529
-6.58261 0.000276723
-6.58266 0.000261968
-6.58269 0.000246662
-6.58268 0.000231761
-6.58265 0.000220155
-6.58267 0.000209005
-6.58273 0.000207109
-6.02465 0
-6.02385 0.000798524
-6.02365 0.000501415
-6.02323 0.000554618
-6.02322 0.000429656
-6.02305 0.000391092
-6.02276 0.000440115
-6.02267 0.000390962
-6.02253 0.000372169
-6.02253 0.000332884
-6.02241 0.000323629
-6.02238 0.000297351
-6.02229 0.000287719
-6.02212 0.00031697
-6.02217 0.00030015
-6.02218 0.0002808
-6.02217 0.000263815
-6.02216 0.000248917
-6.02231 0.000277075
-6.02235 0.000265616
-5.79061 0
-5.79187 0.00125456
-5.79245 0.000932339
-5.79261 0.000677489
-5.7931 0.000715152
-5.79319 0.000591929
-5.79334 0.000522425
-5.79343 0.000460467
-5.7933 0.000425963
-5.79319 0.000396873
-5.79311 0.000368394
-5.79318 0.000344996
-5.79322 0.000319358
-5.79323 0.00029574
-5.79322 0.000275358
-5.79323 0.000257971
-5.79321 0.000243539
-5.79321 0.000229613
-5.79321 0.000217286
-5.79328 0.000217928
-5.63443 0
-5.63393 0.000493097
-5.63388 0.000289573
-5.63373 0.000255374
-5.63372 0.000197842
-5.6336 0.000204744
-5.63338 0.000282622
-5.63349 0.000271241
-5.63346 0.00024109
-5.63345 0.000216281
-5.63328 0.000253154
-5.63331 0.000233031
-5.63314 0.000274055
-5.63314 0.00025376
-5.63309 0.000241027
-5.63311 0.000226396
-5.63294 0.000273543
-5.63285 0.00027409
-5.63282 0.000260365
-5.63276 0.00025592
-5.53399 0
-5.53342 0.000568108
-5.53381 0.000510543
-5.53376 0.000364701
-5.53376 0.000282509
-5.53369 0.000241999
-5.53395 0.000335791
-5.53406 0.000308177
-5.53395 0.00029325
-5.53406 0.000286187
-5.53415 0.000274961
-5.53416 0.000251156
-5.53426 0.000252061
-5.53435 0.000247803
-5.53439 0.000235115
-5.53446 0.000229594
-5.5344 0.000223947
-5.53437 0.000212968
-5.53441 0.000205691
-5.53449 0.000211643
