-0.374264 0
-0.358338 0.0159264
-0.360286 0.00939924
-0.364151 0.0076883
-0.361632 0.00646628
-0.361261 0.00529274
-0.365449 0.00612786
-0.37258 0.00888936
-0.376229 0.00864698
-0.374124 0.00801542
-0.372821 0.00736632
-0.374761 0.00699867
-0.376371 0.00663619
-0.37643 0.0061442
-0.376136 0.00572749
-0.374848 0.00551026
-0.373635 0.00531637
-0.3737 0.00501274
-0.373886 0.00474525
-0.372962 0.00459559
-7.18965 0
-7.19505 0.00540215
-7.19785 0.00419435
-7.19473 0.00430586
-7.19413 0.00338866
-7.19599 0.0033331
-7.19633 0.00283739
-7.19608 0.00247047
-7.19569 0.00221293
-7.19544 0.00199482
-7.196 0.00188759
-7.19606 0.00172434
-7.19579 0.00160828
-7.19624 0.00155388
-7.19651 0.00147158
-7.19614 0.00142397
-7.19633 0.00135063
-7.19644 0.0012779
-7.1965 0.00121014
-7.19691 0.00122144
-6.93231 0
-6.93078 0.00152653
-6.9289 0.00207164
-6.92992 0.00178072
-6.92874 0.00181324
-6.92815 0.00159518
-6.92747 0.00150736
-6.92688 0.00143318
-6.92808 0.00173991
-6.9275 0.00165829
-6.92702 0.00157534
-6.92696 0.00143939
-6.92758 0.0014625
-6.92653 0.00171605
-6.9265 0.00159781
-6.92796 0.002088
-6.92722 0.00209471
-6.92684 0.00201134
-6.928 0.00222709
-6.92784 0.00211875
-6.78501 0
-6.80886 0.0238485
-6.80996 0.0138131
-6.80909 0.00980634
-6.81386 0.00897137
-6.81619 0.00768431
-6.81697 0.00654157
-6.81428 0.00626961
-6.81582 0.0057394
-6.8166 0.00519205
-6.81564 0.00479359
-6.81674 0.00451252
-6.81617 0.00418954
-6.81598 0.00388342
-6.81607 0.00361629
-6.81707 0.00352854
-6.81675 0.00333067
-6.81644 0.00315525
-6.81604 0.0030104
-6.81682 0.00296037
-6.73979 0
-6.74004 0.000250686
-6.74528 0.00523618
-6.74322 0.00423545
-6.74548 0.00398019
-6.74289 0.0041545
-6.73953 0.00485825
-6.74145 0.00462644
-6.74177 0.00409267
-6.74113 0.00371737
-6.74045 0.00343019
-6.74129 0.00324338
-6.7415 0.00299035
-6.74016 0.00307287
-6.74114 0.00302248
-6.74131 0.00283268
-6.74104 0.002675
-6.7399 0.00276875
-6.74067 0.00273074
-6.74077 0.00259253
-6.69341 0
-6.69338 3.28949e-05
-6.69351 0.000130998
-6.69349 9.33998e-05
-6.69431 0.00081419
-6.69286 0.00159046
-6.69172 0.00176454
-6.69616 0.00469854
-6.69459 0.00442959
-6.69461 0.00396199
-6.69559 0.00371392
-6.69528 0.00340422
-6.6955 0.00313889
-6.69553 0.00290625
-6.69676 0.00296984
-6.69611 0.00285191
-6.6955 0.00274815
-6.6951 0.00262138
-6.69637 0.00278416
-6.69615 0.00264987
