          -0.425691          -0.42475          -0.426829          -0.427876          -0.429689          -0.430648          -0.432506          -0.432543          -0.433598          -0.43524          -0.43635          -0.436035          -0.436813          -0.437686          -0.43952          -0.438645          -0.439428          -0.440551          -0.439893          -0.441469          -0.440809          -0.441215          -0.441464          -0.441095          -0.441815          -0.441867          -0.440958          -0.440407          -0.440776          -0.44027          -0.440822          -0.439412          -0.440292          -0.438936          -0.437744          -0.438943          -0.43687          -0.437123          -0.437004          -0.435933          -0.436068          -0.434826          -0.432553          -0.432567          -0.431394          -0.430715          -0.43025          -0.427859          -0.427868          -0.426678
          -0.423755          -0.426158          -0.427621          -0.42945          -0.429752          -0.431518          -0.432102          -0.433875          -0.433491          -0.434391          -0.436093          -0.436284          -0.437965          -0.438766          -0.439712          -0.439695          -0.439607          -0.439116          -0.440399          -0.441724          -0.441111          -0.440367          -0.441127          -0.441589          -0.441456          -0.441854          -0.442111          -0.441642          -0.440643          -0.439261          -0.440832          -0.439857          -0.4396          -0.439629          -0.438287          -0.437758          -0.438476          -0.43675          -0.436959          -0.435483          -0.435133          -0.433725          -0.432126          -0.432244          -0.432555          -0.430117          -0.428548          -0.42825          -0.427101          -0.426952
          -0.424159          -0.425658          -0.427841          -0.428544          -0.430205          -0.430743          -0.432189          -0.433814          -0.435249          -0.43524          -0.436554          -0.436869          -0.438108          -0.43882          -0.439286          -0.440507          -0.440597          -0.440267          -0.441241          -0.441561          -0.442065          -0.44155          -0.442924          -0.441851          -0.442343          -0.443174          -0.441259          -0.441454          -0.440771          -0.441235          -0.440917          -0.439824          -0.440009          -0.440484          -0.438806          -0.43872          -0.437984          -0.438543          -0.436487          -0.435087          -0.435993          -0.434802          -0.432599          -0.431889          -0.430787          -0.430721          -0.429544          -0.428137          -0.428165          -0.426638
          -0.424595          -0.427185          -0.426774          -0.428677          -0.431412          -0.431811          -0.432459          -0.434586          -0.434874          -0.435669          -0.436396          -0.438517          -0.438642          -0.438516          -0.439131          -0.440605          -0.440289          -0.440815          -0.441447          -0.441232          -0.441528          -0.44136          -0.442376          -0.44195          -0.442195          -0.441436          -0.442451          -0.441139          -0.441061          -0.442989          -0.440845          -0.441248          -0.440558          -0.44048          -0.438482          -0.438325          -0.43904          -0.437246          -0.437446          -0.436108          -0.435281          -0.435143          -0.433257          -0.433092          -0.431957          -0.430981          -0.431958          -0.429115          -0.427999          -0.426835
          -0.425343          -0.426927          -0.427693          -0.429186          -0.431694          -0.431616          -0.433048          -0.433685          -0.434829          -0.435283          -0.436285          -0.436494          -0.438756          -0.440225          -0.439835          -0.441692          -0.440532          -0.440995          -0.441274          -0.441812          -0.443375          -0.44172          -0.442696          -0.442323          -0.441465          -0.442936          -0.442791          -0.442705          -0.441536          -0.441963          -0.44127          -0.439953          -0.440841          -0.440523          -0.439361          -0.44058          -0.437998          -0.437517          -0.437921          -0.437177          -0.435558          -0.435636          -0.434811          -0.432308          -0.432792          -0.430939          -0.428977          -0.42956          -0.428208          -0.427364
          -0.424901          -0.427067          -0.428058          -0.429935          -0.430415          -0.432496          -0.433735          -0.434731          -0.43561          -0.436421          -0.436432          -0.438718          -0.438963          -0.440549          -0.440756          -0.441197          -0.440869          -0.441892          -0.443497          -0.442751          -0.443073          -0.442684          -0.443097          -0.442129          -0.442987          -0.44322          -0.442899          -0.442767          -0.441484          -0.442776          -0.44256          -0.442189          -0.440162          -0.441706          -0.440185          -0.438909          -0.438794          -0.437539          -0.436288          -0.4367          -0.436585          -0.435701          -0.434635          -0.432595          -0.43228          -0.431748          -0.42982          -0.428564          -0.428513          -0.42674
          -0.424766          -0.425562          -0.429171          -0.430639          -0.431499          -0.432501          -0.4342          -0.434452          -0.435893          -0.43604          -0.437702          -0.438481          -0.439017          -0.438894          -0.441513          -0.440653          -0.442327          -0.442239          -0.442816          -0.442846          -0.444019          -0.442755          -0.443328          -0.442477          -0.443169          -0.442871          -0.443381          -0.442836          -0.442771          -0.441961          -0.440524          -0.440957          -0.441352          -0.440218          -0.440231          -0.439102          -0.438519          -0.43879          -0.437752          -0.435834          -0.437632          -0.435376          -0.43383          -0.433015          -0.431749          -0.431401          -0.430134          -0.42899          -0.42764          -0.425926
          -0.42457          -0.427493          -0.428193          -0.431067          -0.43175          -0.432831          -0.433558          -0.433802          -0.43651          -0.43683          -0.437605          -0.439843          -0.439313          -0.43991          -0.440183          -0.441223          -0.442642          -0.442042          -0.443246          -0.443179          -0.443089          -0.442543          -0.442756          -0.442555          -0.443446          -0.443365          -0.443139          -0.443722          -0.442359          -0.44229          -0.442237          -0.441796          -0.442748          -0.441195          -0.440144          -0.439991          -0.43873          -0.438988          -0.438684          -0.43751          -0.436283          -0.434967          -0.435985          -0.43354          -0.433505          -0.432333          -0.430558          -0.430536          -0.429312          -0.428624
          -0.425554          -0.426106          -0.428415          -0.430123          -0.431987          -0.432368          -0.434048          -0.435909          -0.434889          -0.43748          -0.438842          -0.439903          -0.439715          -0.44034          -0.44077          -0.441423          -0.441439          -0.442793          -0.443273          -0.442734          -0.44437          -0.443542          -0.443883          -0.442987          -0.443421          -0.442591          -0.443112          -0.442469          -0.442318          -0.442678          -0.44259          -0.442021          -0.441586          -0.440271          -0.441312          -0.439804          -0.439517          -0.437982          -0.438982          -0.437811          -0.437304          -0.434776          -0.434963          -0.433759          -0.433667          -0.432672          -0.431167          -0.428537          -0.427775          -0.427305
          -0.425982          -0.427496          -0.428873          -0.430261          -0.43148          -0.433015          -0.434325          -0.436483          -0.436871          -0.43699          -0.43891          -0.439571          -0.440142          -0.441352          -0.441654          -0.441365          -0.441899          -0.441496          -0.4428          -0.4437          -0.443459          -0.443834          -0.443912          -0.444282          -0.443356          -0.443476          -0.444028          -0.442802          -0.444154          -0.443898          -0.443621          -0.441859          -0.441238          -0.441207          -0.439899          -0.439292          -0.439506          -0.440267          -0.436559          -0.436676          -0.436006          -0.435688          -0.434498          -0.433245          -0.43289          -0.432943          -0.429858          -0.429646          -0.428387          -0.426481
