             3.95067            0.796848
              4.9805            0.601271
             5.51169            0.525669
             5.07343            0.431053
             5.26841            0.390225
             5.31974            0.360321
              5.3698            0.333805
             5.40151            0.314847
             5.46549            0.299351
             5.50927            0.288584
              5.4767            0.273655
             5.63154            0.265872
             5.59226            0.253513
             5.60468            0.245342
             5.61221            0.236778
             5.56204            0.229084
             5.56466            0.224122
             5.51749            0.216364
             5.54131            0.211495
             5.48222            0.205429
             5.51419            0.200286
             5.53608             0.19583
             5.48607            0.190466
              5.4719            0.185633
             5.47345            0.182243
             5.48094            0.179541
             5.44163            0.175498
             5.43401            0.172101
             5.42408            0.168833
              5.4596             0.16687
             5.49487            0.165424
             5.54863            0.163013
             5.51857            0.159941
              5.5103            0.157745
             5.49811            0.155414
             5.53134            0.153705
             5.51774            0.151437
              5.5378            0.149524
             5.54717            0.147619
              5.5771            0.146457
             5.60667            0.145293
             5.59783              0.1434
             5.61057             0.14192
              5.6061            0.140178
             5.60081            0.138363
             5.58118            0.136486
             5.58154            0.135082
             5.59214            0.133469
             5.60142            0.132184
             5.56701            0.130556
              5.5658             0.12921
             5.55497            0.127909
             5.54602            0.126738
             5.53193             0.12567
             5.52999            0.124314
             5.54243             0.12351
             5.52697            0.122161
             5.53696            0.121131
             5.54785            0.120177
             5.54237            0.119425
             5.54835            0.118504
             5.54521            0.117581
             5.54163            0.116812
             5.53922            0.115834
              5.5213            0.114859
             5.50241            0.113836
             5.52569            0.113175
             5.52854             0.11231
             5.53849            0.111723
             5.52919            0.110812
              5.5354            0.110042
             5.52084            0.109173
             5.52058            0.108333
             5.51576            0.107622
             5.50812            0.106817
             5.49376            0.106053
             5.50787            0.105454
             5.51832            0.104875
             5.52736            0.104417
             5.53265            0.103805
              5.5331             0.10316
             5.53523            0.102454
             5.53667            0.101827
             5.51627            0.100918
             5.52991            0.100397
             5.54303           0.0999672
             5.52309           0.0992762
             5.52331           0.0985651
             5.51525           0.0979894
             5.51015            0.097324
             5.50292           0.0967558
             5.51823           0.0963925
             5.49917           0.0956904
             5.51619           0.0953957
             5.54488           0.0951294
             5.54653           0.0945737
             5.55031           0.0940613
             5.54508           0.0935635
             5.54463           0.0930947
             5.54663           0.0926782
