             19.9457             2.18606
             18.2916             1.65001
             16.6039             1.26594
             16.3894             1.05035
             16.0364            0.933546
             16.1867            0.857536
             15.9984            0.794161
             16.0165            0.747688
             15.7273             0.69728
             15.7375             0.66693
             15.5947            0.626036
               15.25            0.592535
             15.2871             0.56955
             15.2666              0.5465
             15.2622            0.526645
             15.3959            0.506568
             15.5058            0.491289
             15.4383            0.475058
             15.4571            0.461112
             15.4157            0.450418
             15.2691            0.436673
             15.0638            0.423483
               15.06            0.414832
             15.1796             0.40975
             15.3568            0.405526
             15.2955            0.395709
             15.3369            0.387995
             15.2926            0.380286
             15.3273            0.374949
             15.2814            0.367981
             15.2421            0.361172
             15.1837            0.354942
             15.2408            0.349854
             15.3284            0.347398
             15.3997            0.343304
              15.424            0.340042
             15.4054            0.334605
             15.3236            0.328915
             15.2342            0.323148
             15.2701            0.319552
             15.2375            0.315344
              15.227            0.311252
             15.1962            0.306646
             15.1422            0.301963
             15.0861            0.298226
             15.1045            0.295127
             15.1189            0.292219
             15.0105            0.287905
             14.9786            0.285375
             15.0083            0.282517
             14.9654            0.279359
             15.0057            0.276642
             14.9669            0.273373
             14.9978            0.271122
             14.9588            0.268138
             14.9109             0.26502
             14.9053            0.263541
             14.9129            0.261537
              14.907            0.258936
             14.9337            0.256876
              14.909            0.254436
             14.9132            0.252212
             14.9413            0.250338
               14.94            0.248323
             15.0429            0.247143
             15.0621            0.245432
             15.0363            0.243693
             15.0306            0.241924
              15.024            0.240152
             15.0223            0.238548
             15.0133            0.236896
              15.047            0.235159
             15.0395            0.233728
             15.0299            0.231896
             15.0812            0.230706
              15.133            0.229454
             15.1443            0.228045
             15.1477            0.226858
             15.1713            0.225232
             15.1611            0.223583
             15.1563            0.222183
             15.1824            0.221331
             15.1543            0.219807
             15.1521            0.218572
              15.157            0.217545
              15.129            0.216037
             15.1648            0.215165
             15.1006            0.213434
             15.1227            0.212103
             15.1115            0.211044
              15.115            0.209762
             15.0787            0.208419
              15.118            0.207753
             15.1211             0.20673
             15.0891            0.205481
             15.0806             0.20428
             15.0699            0.202932
             15.0932            0.201878
              15.079            0.200689
             15.0817             0.19971
