             12.8996             1.82597
             15.1924             1.49533
             15.1951             1.15515
             14.4492            0.950028
             14.4083            0.849178
             14.6916            0.767405
             15.0191            0.733753
             15.5362            0.697951
              15.596            0.659887
             15.4851            0.626237
             15.6532             0.60588
             15.6351            0.582018
             15.6499            0.557984
             15.5028            0.530771
             15.6966            0.514787
             15.4449            0.495971
             15.3146            0.479912
             15.1551            0.462906
             15.0433            0.450592
             14.9929            0.438394
              14.854            0.427108
             14.9365            0.420023
             14.9205            0.411195
             14.8784            0.403368
             14.8514            0.394387
             14.8066            0.384882
             14.8313            0.379453
              14.813            0.371118
             14.6801            0.361242
             14.7247            0.356176
             14.7902            0.352459
              14.727            0.346584
              14.638            0.340386
             14.6839            0.336417
             14.6173            0.330887
             14.6088             0.32644
             14.5695            0.321559
             14.5005            0.316317
             14.5425            0.312338
             14.5667             0.30901
              14.614            0.305011
             14.5761            0.300964
             14.5648            0.297274
             14.5899             0.29417
             14.5817            0.291171
             14.5802            0.287497
             14.5289             0.28515
             14.5555             0.28248
             14.6054            0.279817
             14.6357            0.277165
             14.6258            0.274719
             14.6732            0.272624
             14.7352            0.270592
             14.7625            0.267723
             14.8007             0.26626
             14.7395            0.263411
             14.6723            0.260275
             14.7293            0.258687
             14.6915            0.255875
             14.6755             0.25347
             14.6867            0.251421
             14.6589            0.249116
             14.6274            0.246576
             14.6895            0.245358
             14.6564            0.243081
             14.6865            0.241284
             14.7114            0.239977
             14.7227            0.238674
             14.7161            0.236608
             14.7609            0.235055
             14.7576            0.233227
             14.7822            0.232446
             14.7798            0.230718
             14.7728            0.228837
             14.7491            0.226945
             14.7352            0.225155
             14.6936            0.223011
             14.7133            0.221662
             14.7139            0.220135
             14.7452            0.218945
             14.7389            0.217499
             14.7127            0.215818
             14.6937            0.214776
             14.7682            0.213992
             14.7427            0.212501
             14.7571            0.211519
             14.7467            0.210298
             14.7092            0.208863
             14.6908            0.207494
              14.668            0.206156
             14.6534            0.204654
             14.6525            0.203443
              14.657            0.202512
             14.6805            0.201541
             14.7048            0.200417
             14.7135            0.199385
             14.7107            0.198243
             14.7306            0.197517
             14.7554            0.196546
             14.7473            0.195353
