1.81028 0
1.79548 0.0147941
1.77845 0.0190571
1.76853 0.0167297
1.75875 0.0162351
1.75418 0.0140216
1.74637 0.0141924
1.741 0.0134136
1.73887 0.0120203
1.73952 0.0107711
1.73628 0.0102685
1.73458 0.00952625
1.73262 0.0089793
1.73394 0.00841792
1.73423 0.00784201
1.73398 0.00734004
1.73385 0.00689601
1.7321 0.0067324
1.73056 0.00655017
1.72872 0.00648082
1.72961 0.00622747
1.73167 0.00628388
1.73438 0.00658943
1.73451 0.00631034
1.73445 0.00605298
1.73583 0.00597738
1.7361 0.00575773
1.73649 0.00556249
1.73657 0.00536774
1.73737 0.00524713
1.73922 0.00540353
1.74263 0.0062458
1.74491 0.00646797
1.74605 0.00637699
1.74698 0.00626193
1.74684 0.00608716
1.74704 0.00592389
1.74827 0.00589461
1.74929 0.00583274
1.74986 0.00571296
1.75085 0.00565939
1.75218 0.00568176
1.75188 0.00555635
1.75202 0.00543038
1.75217 0.00531048
1.75249 0.00520382
1.75259 0.00509284
1.75225 0.00499762
1.7516 0.00493739
1.7511 0.00486281
